t,f,its,flag,fails
0.256658,-266.616,113,0,0
0.147516,-266.616,88,0,0
0.218927,-266.616,102,0,0
0.208822,-266.616,102,0,0
1.690962,-266.616,4584,0,0
0.283113,-266.616,166,0,0
