t,f,its,flag,fails
1778.066747,-675.432775178026,23198,-1,0
1749.518247,-679.27778195418,23198,-1,0
1866.91961,-678.062526166985,23198,-1,0
1743.514164,-2.09683084197647e+119,23198,-1,1
55.494937,-677.385668465272,23547,-1,0
1767.646174,-675.432775178026,23745,-1,0
