t,f,its,flag,fails
147.379093,619945466.361699,12375,-1,0
148.533825,620025415.381237,12375,-1,0
233.781978,619945466.361699,12375,-1,0
154.851338,238775282.60111,12375,-1,0
21.372841,619945466.361699,12630,-1,0
153.088173,619945466.361699,12949,-1,0
