t,f,its,flag,fails
153.725752,3370.38375552941,10971,-1,0
128.734479,3370.38447479072,10971,-1,0
141.085359,3370.38375553658,10971,-1,0
130.76862,5.1781912903004e+51,10971,-1,1
13.54083,3370.38375552939,11151,-1,0
153.988247,3370.38375552941,11051,-1,0
