t,f,its,flag,fails
7.309537,-50.774739937875,3561,-1,0
0.203841,-52.2020612117072,105,0,0
0.442597,-52.2020612117072,160,0,0
0.278079,-52.2020612117072,142,0,0
1.580061,0,3610,-1,0
7.236006,-50.774739937875,3561,-1,0
