t,f,its,flag,fails
0.000494,143152.061160208,215,0,0
0.000107,143152.061160208,215,0,0
0.000107,143152.061160208,215,0,0
0.000116,143152.061160208,215,0,0
0.055229,143152.061160208,350,0,0
0.025806,143152.061160208,429,0,0
