t,f,its,flag,fails
852.840857,-1322.17266666667,18796,-1,0
2191.575835,-14872.8842358104,18796,-1,0
3713.44579,-1322.17266666667,18796,-1,0
154.417961,-Inf,2501,1,1
68.363953,-1322.17266666667,19310,-1,0
1727.648622,-1322.17266666667,20261,-1,0
