t,f,its,flag,fails
3.487865,-324.202865741403,2808,-1,0
3.564655,-334.296682340298,2808,-1,0
6.830906,-324.202865741405,2808,-1,0
0.576046,-2.98747919928055e+42,567,0,0
1.381605,-324.202865741405,2860,-1,0
3.493717,-324.202865741403,2945,-1,0
