t,f,its,flag,fails
24.470204,7615577.32939396,4769,-1,0
22.54268,7137671.02693493,4769,-1,0
30.235674,7615577.32939396,4769,-1,0
27.266246,7092401.09510754,4769,-1,0
6.544408,7137678.067149,4850,-1,0
24.209742,7615577.32939396,4957,-1,0
