t,f,its,flag,fails
18.085242,-157.892018703069,5535,-1,0
17.044042,-157.892018703069,5535,-1,0
23.411929,-168.017018703069,5535,-1,0
18.083524,-184.268296700969,5535,-1,0
3.438899,-157.892018703069,5635,-1,0
18.039013,-157.892018703069,5779,-1,0
