t,f,its,flag,fails
0.476425,34184.772295159,203,0,0
0.342401,34184.7722981787,186,0,0
0.636872,34184.2760229194,216,0,0
0.402223,34184.7719741586,194,0,0
2.02303,34184.7722983032,4128,0,0
0.504298,34184.772295159,344,0,0
