t,f,its,flag,fails
1.243183,-55.4518191591693,1661,-1,0
0.032066,-64.5750770585645,47,0,0
0.042618,-64.5750770585645,51,0,0
0.034719,-64.5750770585645,51,0,0
0.493815,-64.5750770585645,1247,0,0
1.249279,-55.4518191591693,1661,-1,0
