t,f,its,flag,fails
51.594445,323796940.649623,8988,-1,0
50.799613,323796940.649623,8988,-1,0
78.266193,323796940.649623,8988,-1,0
58.345327,292918892.404989,8988,-1,0
8.279151,323796940.649623,9081,-1,0
51.353875,323796940.649623,9475,-1,0
