t,f,its,flag,fails
133.737154,38.0310689159362,8624,-1,0
131.170821,1147.85163696209,8624,-1,0
175.200388,38.0310689159245,8624,-1,0
7.544327,-Inf,853,1,1
14.302554,38.0310689159225,8851,-1,0
111.164102,38.0310689159362,9047,-1,0
