t,f,its,flag,fails
0.473169,-1749.90012990621,229,0,0
0.28864,-1749.9001299062,132,0,0
3.594973,-1749.90012990621,932,0,0
3.495352,0,1501,-1,0
1.074955,0,1541,-1,0
0.554344,-1749.90012990621,229,0,0
